0,toxic
there 's a trout ! punish me ! ! ! do your worse !,1
"get a life ! ! ! what a sad , lonely life you must have where you get a boner by playing master of wikipedia , deciding whos edits stay and whos get reverted my comments were rational and factual but like everything else in life , subjective nothing in life is truly objective although you probably disagree , hence your career as a wikipedia editor congratulations on being a bigger loser than i thought possible you just made me feel better about my sh tty self ! ! !",1
black people please do not add that image to black people again before adding an image bring it up on the talk page are you chifumbe \?,1
grr this is my talk page i say what goes here i shoot people for trespassing on my talk page,1
"the band cites trivium , metallica , system of a down , pantera , machine head , fear factory and kamelot as influences psycho states that his favorite guitarists that influence his own style are corey beaulieu , kirk hammett , dave mustaine , robb flynn and andy larocque also , he states that robb flynn , matt heafy and phil anselmo have influences his vocal style obie cites oliver palotai of kamelot as a favorite keyboardist as influences on his vocal style he mentions brandon boyd of incubus and roy khan of kamelot rob cites robert trujillo of metallica as an influence and cioky names john dolmayan of soad as a favorite drummer sethgar has named daron malakian , also of soad as a favorite guitarist the band plays a blend of multiple genres of metal metalcore , thrash metal , gothic metal , industrial metal and death metal , but they do n't always put all the styles into a single song they rather blend two or three of these styles into one song , making it difficult for their songs to be catalogued as a specific genre band members psycho lead and rythm guitars , growled vocals , rarely clean vocals obie keyboards , clean vocals sethgar acoustic guitars rob bass cioky drums former members stinkman bass maq rythm guitar g orgy drums legolas drums discography horrorfying \( num single \) acheron \( num not yet released \) wikipedia sucks ! ! it should burn ! !",1
unblock its my talk page hello can you not see that i am shelby young and i want my name off this website and per jim wales i can remove both the ip address and my talk page so gtfo blocking me wo n't do anything but make me call jim i suggest you read his talk page sick of pervert child molestors stalking me around wikipedia,1
"access denied to the pursuit of truth bigee and piano01 do you have anything better to do with your time \? i was developing a fully comprehensive work on the northern territory police , largely for my own education as i am undergoing recruitment because of your shortsighted pedantic and stupid attitude now there is virtually no information available at one source for anyone seeking it you people are real morons you have cleaned up nothing its downright vandalism may you both have a concealed disease that manifests itself as lukemia or aids",1
i usually smoke crack when i'm down ! !,1
buttdaddy ooooooo yeah im ure dad now,1
"i'm not a spy he huffed impatiently i was just born here simon made a clicking sound with his tongue and shook his head would 've been a good idea to mention that before , do n't you think \? tom could n't say it was n't fact was , at the end of the day , people who stood by and followed him got screwed because of him being reckless this was the mother of all deja vus i'm taking the deal he finally said you two are going home and after that , what \? there is no after that that 's it end of story what the hell do you mean end of story \? mel protested we 're a freaking team , yo i say screw those guys and let 's get on the first cargo boat outta here we can do it she was going to hate him simon would n't be happy either , but he 'd get it there was a reason he was still alive , after all so he shook his head and turned his back to them and went for the door we 're done",1
"british isles please stop adding nonsense to the british isles article ireland is not british and not part of your british isles no matter what cesspit you come from your xenophobia and hatred of the irish people is so deeply unattractive , in a seventeenth century way are you one of those notorious orange order members in canada \? you are unquestionably an anti irish racist num num num num",1
"dude , who fears banning this is what u hindu terrorists are perfect at this is the numst personal attack i am making on u u have till now banned international human rights orgs in j k , punjab , north east etc banning is the only thing of ur expertise i know u r a stooge of rss shiv sena bajrang dal yuck names that is hindu terrorist orgs now i am num percent sure u r one of those killers of chittisinghpura u r a terrorist \( i wont call u a hindu terrorist coz i dont want to defame hindus as such \) waiting for ban \)",1
obama is out of his league lord barry is in way over his head ! ! ! ! ! why else does he laugh nervously and do leno and town hall meetings he and tax cheat geithner should be thrown out ! ! ! !,1
good grief can you read \? why do n't you try examining the substance of the links \? i am sick and tired of children ranting without reading,1
we fuckum arab babiesum,1
"objectivism hey walter , dont you remember me i am your husband you cant be objective in some cases because you are gay i will fucxxxk in the axxxss user walter g rlitz you will be my eunuxxxch user walter g rlitz is gxxxay and he is afraid to tell people so i do",1
"threat i would apologize , but i have nothing to apologize for if you goose stepping nazis had common decency or half a brain , many of the edits you 've been making , and the rationales for them would n't be made no wonder wikipedia has become an absolute laughing stock throughout teh internets cyclades",1
"congratulations ! congratulations , soul phire , you have won the asshole of the year award ! you won this award by harassing users in the past and saying hateful things about and to them ! in order to claim your award , you must call num num asshole \( num num num num \) ! once again , congratulations for your win !",1
how far is autofellatio closer to homosexuality than masturbation \? metaphysical question,1
"bias hmn , funny how racism is n't mentioned at all in the article i'm sure it has nothing to do with the fact that it is n't a white organization",1
do n't be deliberately dense unless of course you 're just naturally that mentally deficient,1
"seriously point , click , and block you don't intimidate me by threatening to block me do it already and shove it",1
"women the ridiculous section on women , claiming that many were forced into work for the first time and the war thus had an important part to play in the granting of votes for women should be removed i will write a new section when i have time , but until then , get rid of this outdated crap noone has seriously argued this since before the nums",1
"unprotect hi , i want to vandalise this article and insert some anti semitic comments , however i'm unable to do so due to the current state of protection could this please be removed , so i can insert words phrases kike and hook nosed sons of abraham \? kind regards , adolf hitler",1
graeme bartlet must be killed by s t inc for absolutely no reason at all it's the end of the world,1
yes they were hitler stated that slavs were lesser races and should be salves or killed,1
"your serious mental illness and addiction this is the most contructive thing that can ever be contributed as it relates to you and your involvement here please stop and think about the depth of your sickness , sitting there , with your face glued to your computer screen , uncompensated day after day , week after week , for years , tinkering with the biographies of people you do n't even know , who actually are out living real lives while you are imprisoned by your addiction you have literally wasted years of your life with this lonely , self destructive addiction and illness , which has been at the expense of living your own life the depth of your mental illness must make it difficult for you to see the extraordinary insanity of your actions and how your addiction has stripped you of the life that was given you i know a few others have evaluated what you do here and laugh at you and your sickness it 's something of an inside joke , and i guess few share it with you because they consider you hopeless that 's not right either , and i 'd ask them to please stop that and try to help you do n't laugh at this person behind their back and then just communicate with them on routine matters that lacks all caring for a person who has an obvious and very serious illness something is very wrong with him her , and while it may not be for us to diagnose the exact problem , we should pause to help with advice please share with him her what we all know it 's only humane to do so i will do so now too jerzy \( or whatever your name isconsciously concealed , i'm sure , to keep your illness as private as possible \) , please consider some uncomfortable facts years of your life have now been totally consumed and absolutely wasted by your deep , deep sickness and obvious addiction please do n't make excuses for yourself you cannot go on like this any longer you need to stop , and you need to stop today reject this advice , and i worry that your sickness will probably only deepen and your addiction will waste whatever is left of your life please stop it 's over enough move on i do wish you the best and hope you will take this friendly advice seriously it will be the first and last time i share it , and i hope you know that i share it only with your best interests in mind it 's sad what has happened to you , but i wish you good luck and hope this advice is helpful but please take itand do so today you cannot go on like this",1
"keep talking guys ! wikipedia is going to hell in a hand basket ! you guys are undermining the very credibility of the site , with your illogical gibberish can i ask , how many of you are actually homeless \? and etaonsh , when are you going to have even the basic building blocks for logical thinking \?",1
"yeah the wording of the u s regulations defining bourbon do not prohibit the lincoln county process , even if the process is used is completely fucking retarded so they might actually prohibit it if it wasn't used , but we are quite surprised to find they do not prohibit it if it is used \? fucking retarded one of you booze nazis needs to sober up and go fix that please hey you fartsniffing little wikitards instead of wasting time reverting my comments and oooohhhh banning my ip ! ! ! ! ! \( oh no i 'll need to sign up for more vpn 's now ! \) why do n't you fix it instead",1
"ding dong , the witch is dead ! so , so happy someone decided to ban this woman",1
"who do you think you are \? leuko who the hell are you and who made you an authority on what should and should n't be included in the scimd page \? from what i can see you are only adding things to the page that can be used negatively against their students and hurt them if you would do some research on the pages and the people you are helping \( ie azskeptic \) you will see that he is already the target of several lawsuits pending and future , for doing such things as what you are doing if you are so confident in what you are posting then please post your real name and contact info as i'm sure the students of the school would be much more than will to at least attempt to sue you for slander and defamation at the very least",1
ddduu neiln lives in canada \( eastern time zone \) callanecc lives in australia mr potto you are an a s s hole,1
do not tell me to delete stuff you stinker ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1
"apology you blocked me once under another ip and it angered me i was determined to take revenge then i discovered your wife is an honest to god african prostitute with aids and i realized nothing i could do would make your life worse than it is a married virgin , and you 'll probably die a virgin you 're like the unicorn of white nights this is gold man , thanks so much , honestly num num num num",1
"there is a mistake on the front page , fix it plz i dont know 'yamla' or what he is trying to say i just want the sentence to be fixed or wikipedia looks stupid ok",1
"vandalism \? here , cuntmould what the devil do you mean by 'vandalism' are you suggesting that larne is , in fact , not a shitehole \? i challenge thee cur !",1
"completely agreed fisherdyke here declined my completely valid unblock request bitch fortunately , i was persistent in my fight for justice , and kind beeblebrox accepted my request",1
"my uncle bob 's penis can i write an article about it \? it was featured in national geographic magazine thanks , ben dover",1
"smash lab , part ii you really are a piece of work this is not what some people in chat rooms contend you ass , if you would bother to read reviews in periodicals , you would see that this is a criticism but of course , you do n't do that , do you \? no , you spend all your time jerking off in front of your computer policing honest contributions go fight the people that defame others online or that misrepresent persons not someone who is posting a legitimate segment",1
"george washington had num on the vine two sets of testicles , so divine",1
quite possibly the ugliest specimen of male ever serious o o \( \),1
you are both liars and you both do nothing but make this page worse i will not leave and concede to your trolling,1
do you have a life at all or do you just down all day doing this \? thats sad man sad ! get a life ! ! ! ! !,1
"thruth i did not vandalize any page ! ! i was testing to see how editing or creating a page works , as my previous page was deleted ! ! ! you and wikipedia admins are racist , and i will make sure to let people know of your bias practices ! ! !",1
because i didnt do anything wrong in the first place you accused me of doing something i didnt so i thought i would just in spite but harrassement is absolutely pathetic talking crud,1
"for copying and pasting of what i felt strongly was an injustice \? my personal space bothered john reaves that much \? get off your high horse , dick there 's your incivility , personal attack and blp ya know , instead of memorizing those rules , maybe you should find a girlfriend or just a friend yes \? endlessdan",1
ameriprise pound it it 's not spam just giving people a different point of view go ahead and ban me i 'll just use another ip go ahead and ban the site it 's not mine dildo ! ! !,1
"s i w s in the gr cery st re the ther day , and i f und s me nice n l lubricant f r indi ns w uld y u like s me",1
bad motherfuckers there are a lot of them out there keep calm and carry on,1
message for keith d up yours you smeg saturated ballwipe !,1
"i tried living off guiness for a few weeks , i almost shit my internal organs out and had to spend a month in hospital num num num num",1
who am i harrasing \? who am i personally attacking \? i said dumb asses in general and i didnt named nobody specifically a dumb ass so i dont think i should be warned for nothing ! the truth is that a small group of people over here took over the dominican republic article and now want to do wat they feel like it with it ! \( but is not going to happen \),1
"you should get an oscar for your great acting skills anyway , no matter what the responses will be , conversation will be ceased and i am not interested in having conversation with actors or hypocrites or bullies or whatever",1
"there is a user by the name of mike rosoft who is a dirty prick whom i do not like if you see him , tell him to stay the hell off my page !",1
not spam my edit was not spam know why \? because spam is a advertisement by individuals or companies who make praising comments about their websites or products on the internet discussions stop being an ignorant,1
"bow before saxon fools ! ! australia , in num you know who to vote for but why vote saxon \? well let 's say he can fix all of our problems japanese whaling \( by destroying the whole of japan \) global warming \( through genocide which means less drivers \) iraq war \( by including all terrorist as the num num of the population to be decimated \) crappy politicians \( by gassing them , hitler style \) pollution \( everytime you drop a butt , the toclafanes kill a kitten i mean human \) overcrowding in prisons \( capital punishment via toclafanes \) energy wasting \( death by toclafanes to all people who spend num hours a day on the internet \) the avatar shipping war \( simple threaten the writers of avatar with death by toclafanes \) and i'm sure you would like this one wikipedia 'vandals \( i'm sure you get the drill by now \) so on election day australia , make your vote count put a big x in the box for mr saxon",1
"this all is rubbish and has no bearing after the advent of islam semitic names \( islam is a semitic religion \) started to emerge in india some islamic scholars even concluded that semitic prophets like , ibrahim , daud , musa came to india many the names of many cities were changed pryag became allahabad in num nicolas notovitch a politically motivated person manufactured a lie that jesus was in india subsequently a numth century tomb of a muslim was yuz asaf the tomb of jesus documents were fabricated by prof yasin and then fida hassnain a pseudo historian joined in and this agenda was pushed no authentic hindu scripture has anything to do with semiticism in any manner",1
then explain the premature aging then at num she had to have all of her costumes made with high collars because of the turkey neck she 's already developed during the filming of 'white christmas' you 're right imbd and wikipedia both fall into the 'anyone can edit' category which is precisely why both of them suck,1
how primitive are you are you from a nursery school \? do you try to betray at tiptoety \? childish primitive attempts little nazi antonescu fan,1
"ganesha yes now i can understand how many tons of nonsense u have written in this encyclopedia , telling that kanakadasa had nothing to do with madhva is the height of foolishness and indeed it is not surprising that u think like that numst learn to get the facts right before writing anything",1
hello how are you \? have you had sexual relations with any black men recently \?,1
"i think my talk page edit was very constructive it actually brought attention to the fact that the article was a piece of shit i am fixing your broken wiki by any means necessary , and don't try to stop me",1
"no , caspian , it is you and your mode of operation that is transparent that is the big problem with dealing with caspian if anyone documents what they \( caspian blue \) do , e g create noise as a distraction , they will turn around and use it in their next layer of attack attempting to draw attention away from them the prejudicial error in using google as an arbitrator in a situation like this is that any search for 'yonsei' will also bring results for 'yonsei university' etc as a partial search results using it properly , e g search for yonsei minus the word university provides a far more accurate result for its usage yonsei means yonsei , yonsei university is yonsei university neither the hospital nor journals were ever called yonsei the whole debate has been bogus and poisoned num num num num",1
u guys are dushbags ! ! ! ! !,1
"yes it is this is not an encyclopedia , it is a reference for stupid people who lack knowledge her his point of views is perfectly acceptable and should be added to the main article thanks",1
"sexual orientation there are rumors that boss ross was gay , are there any proof to these claims \?",1
i'm trying to start an article on a fairly well known independent band on the toronto scene this is perfectly valid wikipedia material so do n't be a jackass and delete it,1
"wikipedia featured article candidates macedonia \( terminology \) well , that 'll be the first article we 're not bitching too much about ! \)",1
"your jl naudin deletion nomnination like i said radiofan , have patience , and stop straining for fame over your assumptions and did you notice the page was just created \? you 're being stupid",1
hi stupydbytch frodesiak i will always returd you have n't deleted my num articles do you need a list to delet them \? i can provide you thi list shythole,1
"yep , that 's it , just some rice with a bit of extra crap on top just like nasi goreng , in fact just like any other dish from the far east yeesh , it 's not like real cultivated cooking , like what we have in germany num num num num",1
"in conclusion , your explanation is not logical at all if anybody is making it a problem , it 's you",1
"primary sources are generally not acceptable bwa ha ha ha ha ha seriously \? are you completely stoned or drunk \? you are certainly not a researcher , historian or even a student to make such a ridiculous and derelict statement indeed , you expose yourself to ridicule , scorn , and certainly to the laughter of any serious student , writer , and certainly to the titanic community we will start with my personal facebook page , and go from there too bad for you that you ca n't delete your ill advised and stupid remark and no doubt about it , it was stupid beyond any means of defense",1
you 're wasting your time biatch you know i 'll be back again and again and again with a different ip adress,1
silence ! do n't message on my talk page i am going to erase all your messages because you told me tp go away so silence ! not another word !,1
maybe this should mention that her real last name is rowberry and that she totally sucks \) and that she talks about eating disorders only to hide the fact that she indeed is fat d last name,1
please can i at least give you a pity blowjob \?,1
"is num num num a supermajority \? what , did they have a thirty second timeframe for this supposed consensus \? sheesh what a pile of crap that one is !",1
"your unspeakable behaviour please stop sending ill written messages to my talk page i will continue to edit the satanism reference till it goes to mediators arbitrators who hopefully employ reason rather than emotion in dealing with conceptual disputes you have engaged in personal attacks with regard to everybody , including the people you call vandal coddling admins at wikipedia the only thing they seem to be coddling is your foul , fiendish conduct stop ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! you violate every wikipedia rule of professionalism and seem to get away with it i order you to stop ! ! ! ! aoluwatoyin",1
"anti immigrant hate groups are the most extreme of the hundreds of nativist and vigilante groups that have proliferated since the late nums , when anti immigration xenophobia began to rise to levels not seen in the united states since the nums actual quote first paragraph what the fuck are you smoking \?",1
"zip it ! i do n't care to hear your whining clearly , you are here to cause discord , not to contribute anything useful to the project",1
"you are simply a backstabber , i was to defend you during the rfar while multiple socks and contributors discuss with eachothers privatly , you backstab me by cheap threats when i never did such things to you , but of course such contributors will never be threatned by backstabbers like this i have from the beginning tried to help you , i have even proposed to boost your credibility by neutralising your propositions , i have emailed you works and proposed you to help me , and at the first occasion you backstab me for a single citation about npov and you you could have requested explainations , you decided to threaten me and true , other armenians have indeed witnessed all this affair \( ix \)",1
thanks thanks for defending me stupid tessa t t,1
"i know that 's not mature and anyway , that was my cousin , i went to the bathroom , and he got on for awhile and was being an idiot so do n't talk to me like i did anything for i am zod and i can break you , so leave it",1
"irresponsible if you checked , i was not spamming wikipedia , but my link is the first to come up when you search bmtron on google , not a spam link i advise you to pack your bags for jersey , mo'fucka ! !",1
"a reminder you are late on the rent , puta thanks for trasing the salem page f u to stalker paga la renta puta madre",1
you 're a real glutton for punishment \) fatuorum,1
"the jps are you for real \? this conversation you 've had looks a bit odd do you work for the bbc or the times by any chance \? i 've never seen such awful tampering an administrative vandal , you are you have added insult to injury by including the quote from the article that upset so many people without mentioning that jeremy lied so now the page is misleading it 's unbelieveable ! we have been pasting updating the page with exact quotes from jeremy and you call it biased , pov and controversial and then paste jeremy 's lie without clarifying that he is incorrect do you work for alqaeda thejps \? what is wrong with you people it 's more of a shrine for jeremy clarkson than anything else with crooked people posting misinformation and then locking the page ! the page says that jeremy 's show , top gear has num , num , num viewers are you jokers for real \? oprah has nummillion jeremy has num and a half times as many viewers as oprah \? you people need to be stopped ! jeremy 's xenophobic name calling and silly comments about certain nationalities are funny and fine , but when he lies about laws within a particular country you should not present in such an ambiguous fashion this is a totally different game the page is now full of you know what and you 've locked it weasel ! all we can do is complain about you you have clearly displayed blind support for the lies within this page by supporting the 'editors' who pursue them you sir , are a thug !",1
please quit wikipedia your idea to convert individual articles on ufc events to one large omnibus page was terrible you 're a tyrant i am escalating this issue and am also seeking to have your account suspended preceding unsigned comment added by num num num num comcast user from houston you were clearly trying to personally intimidate me by calling out these details on my talk page by doing so you violated section num of wikipedia 's terms of use http wikimediafoundation org wiki terms of use num refraining from certain activities preceding unsigned comment added by num num num num,1
"and finally , the only reason i created the article here on wikipedia , it 's because i could link it to other wikipedia articles , since it was about an animation , band , video game , cd album and cd single but like i said before , screw this it 's because of losers so called administrators like you aka vandalism fighter wannabe that wikipedia is full of nonsense articles with innacurate info pftt , ca n't bother with these weirdos adieu num num num num",1
"i m p o r t a n t m e s s a g e to a wikipedia administrator why every nation and people , even stateless peoples like assyrians and gypsies have article on wikipedia but iranians dont have there is an article about iranic peoples which is a lingustic article but there is not article in wikipedia about the iranian people if persian peoiple is the article of iranian people why afghanis are states as part of it afghans stop editiing articles for us iranians pls wikipedia admins understand what i mean iranian people is the only nation that does not have any article in wikipedia the article of persian people is \( totally misleading and b u l l s h i t edited by idiot afghans",1
"abusive admin why are admins so poorly monitored on here \? have you ever heard of this guy \? http en wikipedia org wiki user talk antoniomartin scroll down to the walter mercado topic this antonio guy is a bigot naturally , nobody has talked to him about this num num num num",1
"lev yashin in allusions section \? wonder for what reason yashin was included , and damn that music",1
"section removal next time you remove a section without first following procedures , i will have you permanently barred from wikipedia i wrote the section and it is completely accurate an unbiased as reported you are a fool and a vandal and i will be closely monitoring your activities on anything i write",1
the classic metal show they are not non notable ! you helped delete them and you know it just was well as you want to ! you directed people and tagged it for deletion ! dont tell me such pork pies ! adios ! mikeycms,1
teh greatest website evarr proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing power proof of latinus abusing powernewlin,1
is true so i want to express that grant is gay grant is gayyyyyyyyyyyyyyyyyyyyyy,1
"bye i'm not going to deal with the assholes any more best wishes , boomer !",1
"thank you given the misuse of tools here and the itchy trigger finger as exemplified by the thread above , this admin needs to be examined by arbcom i'm not surprised to see a thread already open at ani discussing it 's recent behavioural trends i wo n't be initiating anything but will most certainly be presenting evidence at the appropriate time in the meantime someone needs to tell this admin to calm the fuck down and stop removing comments mad by editors on their own talk pages that 's a blockable offence , especially when they were told to never post here again involved much \?",1
slimvirgin is a fatwhore she hordes diamonds while palestinian children starve to death,1
i have been thrown out of better brothels bring it on cunt,1
"to user sennen goroshi well , you could have at least used terms such as bullcrap , horsecrap , cowcrap , or any other less offending words than bulls t , whatever the lame drama you witnessed and you just said a single f king word do you feel like a grown man when you use that kind of language \? there could be some children refering to wikipedia for his her homework , and i do n't want them to learn foul languages here i do not know what this wikilawyering that i have supposed to be doing according to you i only could find that it is a pejorative term could you explain to me , an ignorant user who is new to wikipedia , that exactly what behavior of mine is wikilawyering \? why do you have to say things like just to shut you up , or you would waste so much of the other editors' time \? you are hurting my feelings it is uncalled for i am a delicate , sensitive guy wikipedia articles are made by editors gaining consensus this process is something that you do not seem to have any respect for have a look at the policy wikipedia polling is not a substitute for discussion you say this process is something that you do not seem to have any respect for , but notice that i am the one who officially started a consensus gathering effort at , and you have not even participated in it wikipedia lamest edit wars ! what a valuable piece of information that i have not noticed so what \? i do n't see this discussion included in that category by saying that , you are not offending every editors who participated in and worked hard for this discussion , are you \?",1
i have the strong desire to smear feces all over the faces of those who want this,1
"that version \? it was created by a psychotic imbecile \( who lives with his mommy , i bet \) and was full of wp quotemining and attempted to game the system in order to represent m16 in best ways possible it 's still possible to incorporate some of his edits \( the ones in which he did n't game the system \) but only after inspection of sources one by one furthermore , he deleted tons of sourced information only when i took an edit break he felt safe to emerge from his hiding and vandalize the article you might not be familiar with such tactics and the article gave a good impression",1
i love to eat black people !,1
"utter nonsense , hullaballoo mine are sharp , critical responses , not personal attacks do n't be so excessively sensitive",1
"that 's the most ridiculous accusation i 've ever heard , and i do n't think it needs an answer",1
"content opponent \? no , see this just a liar and hate monger",1
"get off your high horse , or block me",1
meggie everett is weird !,1
tim vickers you are a failed human thus a dud you did not evolve from a zombie,1
i ant all the bithces,1
"definitely , with comments like this , you show that you are unable to counter my argumentation you did not follow any kind of procedure at time to block me , and you adopted an arrogant and fascist attitude and now , you just have no arguments to justify what you did if i did not have better things to do than editing wikipedia , i would report you so you would lose your adminship and you would probably be blocked in response to your abuse of power but , luckily for you , i have no time to waste with this discussion so , in all , you are in evidence you comitted an abuse of power and you just cannot justify what you did ridiculous simply ridiculous but it 's not strange from you reading your talk page , and having seen how you have been previously enganged in personal attacks and other civility issues , what you did to me is just another step in your despotic adminship just another step in your evil and malignant path pathetic",1
ricky81682 \( talk \) must be investigated right fukkin now this profile has protected bermender since day fukkin one,1
well you bloody should be i have not been repeatedly blocked only once and that was lies,1
"get a life holdwater , that german wife of yours must be very unsatisfied \)",1
"mujahedins whats wrong with mujjahedin \? ceric is a reis he can t talk shit about other muslims specielly when they have comed to help the bosnian army , serbs and croats tried to destroy bosnia who cares if they are upset \?",1
"before i accuse you of cringeworthy acts with donkeys , what does sprotected mean \?",1
the only problem with the holocaust is that some jews survived other than that it was awesome ! ! ! !,1
"num hours appears rather mild fucking replied may i direct your attention to the fact that alcohol wears off faster than that however , it 's a good excuse not to show up any earlier and maybe to think whether i shoud n't always be drinking when i post navou definitely is a bad faithed troll it 's majorly we 're talking about , right \? he does n't feel comfortable with majorly wielding the admin tools , right \? well , the alc made me speak my mind maybe that 's not such a bad thing just avoid thinking about it when you 're sober so num hours appears just right not appealing the block in any way i'm guilty as hell",1
so u dont get the rest thats fine thank your extreme rudeness that front page looks so unwelcoming i 'd bol tif i jut logged on to it it mirrors the attitude here,1
"hello i am clue bot , and i am a niger fukcing piece of shlt",1
fine maybe i will and who the heck are all of those sock puppets \? triple m,1
"ooh , do you feel powerful dealt with accordingly indeed we only have a different perspective on something that happened at the club you really need to come down a peg or three and speak instead of trying to come over as a badass",1
"i'ma smack ya upside da head wit a shovel i'm takin ya down , boi",1
"this is disco lord , saying that gwenrol \( what sort of name is that \) is the super ultra mega tycoon noob and that all the wikipedia editeors need to get a life and a girlfriend disco lord out bitches !",1
"do you really want a criminal supporting your article , anythingyouwant friends in low places eh \? i 'll drag ye all down ! ceoil",1
read this this is wikipedia it is a place where people come for infomation so tell me how it is that a guy wants to check john cena 's recent activity in the wwe ca n't because some people want to keep the page unedited it is not worth my time to try to bring new infomation to a page every month or two if you nerds just change it back there is no point whatsoever ! if i want to put what happened at backlash i will bloddy well put what happened at backlash ! do n't any of you nerds try and stop me ! num num num num,1
molesterfield me trying to be a hero for making the westerfield article \? ! ! ! \? \? \? that 's ridiculous ! pass me some of that joint you 're smoking ! \),1
talk update this is a picture of me \( right \) and a total fag buttpirate \( left \) we love to pack eachothers fudge and molest children,1
complaint this user rapes donkeys,1
"look everyone , it was me who changed it and because they are all former members maybe u guys should be worrying over more important things \? \? \? \? \? also who keeps putting soctt raynor in front of mark as if travis was the first one to leave \? \? \? its really pissing me off ! ! ! !",1
"it also could forward to male homosexual orgies , of which there surely are several relevant articles of course , if someone finds and rs to figure out which is most relevant , that would help , i e , all male daisy chains , bukkake , gang bang , etc per various sources better than urban dictionary or lots of porn sites jolly times ! \( talkie talkie \)",1
wtf checkuser says i am a sockpuppet absolutely brilliant thanks mackensen !,1
"your above accusation is based solely on who you suspect a user to be \? since apparently it 's now acceptable to publicly express who we merely suspect other users are , it should be noted that i suspect you to be a paranoid delusional pedophile who regularly engages in unprotected sexual intercourse with prepubescent children in an attempt to intentionally spread your hiv infection to them",1
what the hell ! why did you revert my legitimate question about taking down the rsk page ! \? !,1
ah come on not even jokes are tolerated \? on an anonymus user page fine mr lilithborne does n't molest goats but perhaps rams,1
"list of political slurs i almost did that myself , but lacked cojones i guess i wish there was a quick way to get a second admin opinion and just know that num pairs of eyes saw it and both said speedy that sucker thanks",1
"to some like you , you think your a god and anyone else is a liar which is the sin of pride and you and your kind demonstrates that so well you are a hateful , hurtful , little man , misguided in the arrogant notions that your beliefs , and you , are better then any one else and you are justified to fill wikipeidia with your lies , slander and libel and to look down your nose at any one that do n't kiss you feet and ass because you think your better and right and justify censorship because you think you are the only one with the wisdom for the masses you are an arrogant , and over educated nitwit , so full of wrongheaded ideas and hate filled non sense which would be incomprehensible to an average person you seem educated , but your actions are that of a petty thug nevertheless , and your record speaks for it self loud and clear \( on wikipeidia and other places on the web \) and any words you may say are pale in comparison to your deeds i vomit , \( an educated term you used on you tube to describe another person \( mr roskam \) and his family you such a well spring of eastern elitest balony and love , i guess the fruits of your religion , politics are lies , hate , and hurtful slander and libel , with your wikipedian tool , which you use like a coward in the dark i qoute beware of false prophets , which come to you in sheep 's clothing , but inwardly they are ravening wolves ye shall know them by their fruits do men gather grapes of thorns , or figs of thistles \? even so every good tree bringeth forth good fruit but a corrupt tree bringeth forth evil fruit a good tree cannot bring forth evil fruit , neither can a corrupt tree bring forth good fruit every tree that bringeth not forth good fruit is hewn down , and cast into the fire wherefore by their fruits ye shall know them matthew num , num num it do n't take much education to see what you are about",1
ok ! disappointing that you 've been outted as not being up for the job '''''' dick laurent is dead,1
"album versions are notable , because otherwise wikipedia would just have articles on singles which seems a bit stupid thanks",1
i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers ! i blocked revers !,1
